processed,labels
sawaiq al-rahman brigade announced killed several nusra front fighters clashes opposition groups continue tags syria free syrian army opposition groups sawaiq al-rahman brigade al-nusra front idlib sawaiq al-rahman brigade announced  killed six nusra front fighters injured several others countryside south idlib northwest syria brigade syrian opposition faction affiliated free syrian army fsa `` operation carried response al-nusras attack town amiriyah set fire several houses including one belonging mithqal al-abdallah former syrian revolutionary front srf commander '' sawaiq al-rahman brigade stated al-nusra many enemies also many hostages including son col haitham afisi former fsa deputy chief staff brigade also recently killed abu hassan al-nusra leader town salqin countryside around idlib hanged `` violations committed al-nusra towns civilians '' according statement issued brigade fsas special forces seventh division also issued statement giving al-nusra 48 hours release took hostage nearly week ago stormed headquarters town larouz taken include divisions commander several fighters statement also called al-nusra return possessions taken abide `` law god '' prevent bloodshed former fsa deputy chief staff colonel haitham afisi said past eight months al-nusra also attacked fighters groups including fsa srf hazzm maarat al-noman tyrs brigade idlib tyrs brigade led mithal al-abdallah yusuf al-hassan `` al-nusra many enemies also many hostages including son brigade commander detained four months '' afisi told al-araby al-jadeed colonel said group lost popular support become target attacked likely unite nusra front al-qaeda franchise operating syria lebanon aims overthrow regime president assad syria group designated `` terrorist organisation '' many western governments early  2014 al-nusra started expanding countryside around idlib clashing opposition factions particularly srf al-nusra since seized control countryside south idlib provincial capital article edited translation arabic edition,1
called islamic state group  online new disturbing video showing murder two syrian activists confess spying tags syria islamic state activists murder video palmyra islamic state group released new video purporting show killing two syrian activists militants stronghold raqqa allegedly spying extremists killed hundreds people since declared islamic caliphate  last year city raqqa de facto capital video   is-linked facebook page shows two young men orange jumpsuits say filmed photographed is-held areas syria sent footage person abroad identify 21-year-old faysal hussein habibi 20-year-old bishr abdul-azim tied tree masked gunmen shoot head close range follows release video  online n 4  purportedly showing islamic state fighters killing 25 syrian soldiers historic town palmyra central syria scores syrian troops state employees killed days palmyra fell video showed soldiers taken pickup trucks towns notorious tadmur prison amphitheatre theatre shot dead young members armed pistols hundreds people seen watching killings video indicate killings took place britain-based syrian observatory human rights said shootings took place 27  reported  scores syrian troops state employees murdered days town fell palmyra unesco world heritage site famous 2000-year-old roman colonnades ruins priceless artifacts capture palmyra raised concern militants might try destroy one middle easts spectacular archaeological sites well-preserved roman-era city towns edge destroyed pre-islamic ancient monuments elsewhere syria iraq 2  said militants destroyed six archaeological pieces palmyra confiscated smuggler shootings video took place inside archaeological site troops bruises blood faces apparently result beaten made kneel front giant black flag shot back heads,1
suicide bomber al-qaedas syrian affiliate al-nusra front killed 25 soldiers fighters loyal assads regime government-held western aleppo  monitoring group said tags nusra front al-qaeda aleppo syria assad extremism war suicide bomber syrias al qaeda offshoot nusra front blew syrian army outpost contested neighborhood divided northern city aleppo killed least 25 soldiers allied militia injured scores monitor said uk based syrian observatory human rights tracks violence across country said explosion blast heard across city several islamist-led groups recently launched offensive control remaining western parts city government hands rebel websites said heavy bombardment rebel-held portions jamiyat al zahra district rebels gained ground brought closer heart government controlled parts city 2011 civil war countrys main industrial commercial hub rami abdul rahman head monitor group said syrian army responded heavy firepower including aerial bombardment attempt stem offensive al qaeda-linked insurgents  social media images fighters nusra front heading towards district syrian army repeatedly said recent days fallen insurgent hands syrian television said syrian army foiled attempt extremists detonate explosive-laden truck heading towards jamiyat al zahra detonated reaching target,0
regime forces fended attack rebel fighters zahra neighbourhood aleppo reports heavy casualties sides tags syria aleppo regime forces rebel forces nusra front syrian troops pro-government gunmen repelled offensive rebels militants neighbourhood northern city aleppo  opposition activists claimed army carried chlorine gas attack another part city state media activists said offensive led members al-qaedas affiliate syria nusra front began late  suicide attack followed ground offensive led capture several buildings western zahra neighborhood activists said city witnessing fierce battles shelling daily intense -ibrahim khatib activist state news agency sana said troops able destroy vehicle rigged explosives reached target zahra added troops repelled attack killing wounding dozens insurgents zahra parts aleppo britain-based syrian observatory human rights said suicide attack carried members nusra front killed 25 troops pro-government gunmen group added 19 insurgents killed since  zahra former industrial commercial hub aleppo carved government rebel-held neighbourhoods since  2012 syrias largest city devastated three years fighting many residents long fled `` city witnessing fierce battles shelling daily intense '' said aleppo-based activist ibrahim khatib via skype `` situation bad residents living difficult humanitarian conditions '' opposition fighters islamic militants launched series attacks aleppo since last week capturing citys scientific research center used military base activists said syrian troops pro-government gunmen trying retake base luck far chlorine gas local coordination committees observatory said government troops used chlorine gas  attempt regain control scientific research center observatorys chief rami abdurrahman said casualties among militants since wearing masks opposition government blamed chlorine gas attacks past fighting part new coordinated offensive aleppo newly-formed coalition nusra front factions including ultra-conservative ahrar al-sham group coalition calls ansar al-sharia said seeks `` liberate '' aleppo iran assads strongest regional ally extended billions dollars credit since crisis began  2011 northwestern province idlib nusra front members kidnapped iraqi christian priest diaa aziz village yacoubiyeh observatory said said aziz kidnapped  whereabouts known bankrolled iran also  syrias parliament approved draft law ratifying new iranian credit line agreement signed  19 syrian commercial bank export development bank iran deal worth around 1 billion aims fund imports goods commodities well projects iran president bashar assads strongest regional ally extending billions dollars credit since crisis began  2011 united states saudi arabia several countries persian gulf suspect tehran also shipping weapons another development syrian tribal leaders secret talks un special envoy syria senior us general form coalition similar so-called `` sunni awakening '' us occupation iraq according independent however interviews uk newspaper tribal leaders said wary exploited external powers blamed countrys current situation syrias conflict killed people wounded least million according un half syrias prewar population 22 million forced leave homes,0
abu abdelrahman salqeen leader syrian rebel group ahrar al-sham killed  suicide bombing targeted group second time less year tags syria ahrar al-sham nusra front suicide bombing staffan de mistura southern front alliance regime forces hezbollah zabadani islamic state group airstrikes double suicide bombing northern syria  targeted headquarters islamist rebel group killing leader several high ranking members attack second time less year bombing takes leadership ahrar al-sham `` free men levant '' one powerful islamic groups fighting president bashar assads forces rival islamic state group holds wide swaths territory syria iraq s attack struck headquarters ahrar al-sham northwest town idlib killing groups leader abu abdelrahman salqeen syrian observatory human rights said six ahrar al-sham members also died local coordination committees activists also reported attack immediate claim responsibility bombing attack came days senior member ahrar al-sham  op-ed piece washington post denied espousing al-qaedas ideology portrayed group moderate islamist alternative syria claiming key defeating  ahrar al-shams leader hassan abboud killed along several leading members group similar bombing also idlib province ahrar al-sham largest group jaysh al-fateh army conquest coalition islamist moderate rebel groups took control regime-held stronghold idlib  year according report al-monitor various groups jaysh al-fateh trouble agreeing unified approach governing territory captured large group coalition al-qaeda-linked nusra front reportedly attacked sharia court buildings police stations affiliated ahrar al-sham-dominated sharia authority managing liberated areas idlib kafr nabl 8  syrian forces backed lebanese hezbollah fighters entered rebel-held mountain resort near border lebanon follows protests idlib countryside nusra front nusra fighters suppressed reportedly use lethal force bomb mosque last  killed least 10 members group according reuters un envoy meets southern rebels un special envoy syria crisis staffan de mistura met leaders southern front alliance southern syria  first time according reuters southern front alliance controls significant amount territory capital damascus southern border made number significant gains regime forces last months de mistura began extensive round meetings parties directly indirectly involved conflict  eye ending brutal four-year civil war according office plans finalise plans end  reach political solution conflict regime offensive tightens grip zabadani state media says syrian forces backed lebanese hizbollah fighters entered rebel-held mountain resort near border lebanon day launching major offensive capture town state-run syrian tv said troops entered town zabadani western jamaiyat district  hezbollahs al-manar tv ran exclusive footage purportedly showing hezbollah fighters town showed scenes heavy fighting including explosions mushrooms white smoke according sources regimes latest attempt secure zabadani started 12 days ago meshaal killed airstrike hasakeh composed several jihadi hymns celebrating tyrdom holy war regime warplanes helicopters launched least 60 air raids yesterday rebel-held syrian town zabadani west damascus short distance lebanese border according monitoring group london-based syrian observatory human rights said least 29 raids warplanes zabadani least 34 barrel bombs dropped helicopters far today raids come forces regimes army hezbollah engaged 11th day heavy fighting rebel forces area control strategic town spokesperson zabadani revolution coordination committee told al-araby al-jadeed  forces regimes army hezbollah made several attempts advance town south attempts repelled zabadanis capture would tighten hezbollahs grip syrian territories bordering lebanon strengthen syrian governments control beirut-damascus highway town held rebels since shortly syrias crisis began  2011 us airstrikes target syrian observatory human rights reported death two senior islamic state group leaders suspected us airstrike  abu osama al-iraqi amer al-rafdan killed believed us airstrikes hasakeh saudi national maher meshaal known abu hajar al-hadrami also killed airstrikes hasakeh according supporters twitter cbs reported meshaal composed several jihadi hymns celebrating tyrdom holy war airstrikes come week president barrack obama announced us would intensify campaign airstrikes northern syria,1
least 11 civilians including three children killed regime barrel bomb attacks town al-bab held extremist islamic state group monitoring group said tags syria islamic state group civilians barrel bombs syrian observatory human rights least 11 civilians among three children killed  regime barrel bomb attacks extremist-held town northern syria monitoring group said government helicopters dropped crude indiscriminate weapons al-bab lies northern province aleppo held extremist islamic state group according syrian observatory human rights since  least 68 civilians killed aerial attacks town observatory head rami abdel rahman told afp `` intensified air attacks regime forces al-bab aimed foiling efforts multiple fronts '' including nearby kweyris military airport besieged year al-bab strategically important one iss closest positions regime-held parts aleppo said  60 civilians killed barrel bomb attacks town syrias embattled regime heavily bombarded areas aleppo province fallen control west idlib province alliance rebels islamist fighters carried heavily shelled provinces last two regime-held shia villages second consecutive day `` army conquest '' opposition coalition includes al-qaedas syria affiliate al-nusra front began assault fuaa kafraya  `` dozens shells fell overnight   morning fuaa kafraya largely inhabited shia muslims '' observatory said abdel rahman said casualties immediate toll army conquest said  attack response offensive army lebanese shia movement hezbollah zabadani last rebel-held bastion along syrian-lebanese border clashes zabadani raged  according observatory documented heavy shelling town since early  least people killed syrias multi-front conflict began 2011 anti-government protests devolved civil war,1
syrian rebels launched huge offensive government-held areas northwestern syria bid advance towards coastal region vital president bashar al-assads control western syria tags syria idlib bashar al-assad sohr al-qaeda al-nusra syrian rebels launched huge offensive government-held areas north-western syria bid advance towards coastal region vital president bashar al-assads control western syria monitoring group said  syrian observatory human rights said insurgents including al qaeda-linked nusra front captured government-held positions outside town jisr al-shughour pushed northern tip sahl al-ghab plain overnight rami abdulrahman runs uk-based observatory said government forces launched counter attack recovered lost ground sahl al-ghab reuters reported military source said `` battles ongoing area army militant attackers terrorists '' insurgents including nusra front captured jisr al-shughour  part wider offensive drove syrian government forces nearly northwestern province idlib rebels advance western province regime forces retreated elsewhere syrian troops kurdish fighters ousted islamic state group hasakeh  month extremists launched assault north-eastern city monitoring group said government troops kurdish forces share control city battling since  25 push forces city capital hasakeh province `` expelled army zuhur last district present hasakeh fighters pushed southern outskirts city '' said syrian observatory human rights director rami abdel rahman least 287 fighters among 26 minors killed fight hasakeh well strikes us-led coalition outside city said another 120 soldiers pro-regime militiamen several dozen kurdish forces also killed state news agency sana said syrias armed forces `` dealt great blows daesh terrorists zuhur ''  say extremists pushed city `` army units advanced zuhur executed special operation terrorist hotbeds '' reported attacked hasakeh city several times latest assault serious yet forces initially seized several districts southern part city kurdish fighters regime troops mobilising observatory said used least 21 car bombs several suicide bombers month-long campaign,0
israeli airstrike government-held village syrian side golan heights ceasefire line killed five pro-regime forces  monitoring group said tags syria golan heights israeli airstrike hezballah sohr israeli airstrike government-held village syrian side golan heights ceasefire line killed five pro-regime forces  monitoring group said `` israeli plane hit car inside town hader killing two men lebanese shia group hezballah three men pro-regime popular committees town '' said rami abdel rahman director syrian observatory human rights hader druze village lies along ceasefire line israeli-occupied portion golan heights plateau west border damascus province northeast israeli army spokeswoman declined comment incident according hezballahs official television station al-manar `` two members syrias pro-regime militia national defence forces killed israeli drone targeted car entrance hader quneitra province '' national defence forces fighters operating throughout syria lebanons hezballah close ally syrian government dispatched fighters bolster army uprising began  2011 rebel fighters including islamists surrounded village hader  17 fierce clashes loyalist militia area israels significant druze minority expressed concern brethren syria would targeted rebels druze secretive offshoot shia islam officials say northern israel another 20000 israeli-occupied golan israel seized 1200 square kilometres 460 square miles golan heights neighbouring syria 1967 six day war,0
syrian military aircraft crashed bombing run rebel-held northwestern town ariha  leaving least 27 people dead monitoring group said tags syria idlib ariha assad war government air raids northwestern town syria subsequent crash syrian warplane slammed residential area killed least 27 people  activists said raids town ariha came amid intense clashes government forces insurgents northwestern province idlib central region hama town government stronghold captured opposition fighters islamic militants  government forces suffered setbacks idlib province since  including loss provincial capital name activist group known local coordination committees said warplane crashed busy ket adding immediately clear whether shot lcc said 27 people killed many others wounded rami abdurrahman heads another activist group britain-based syrian observatory human rights said plane crashed town centre destroying several homes observatory later said 31 people killed 60 wounded ariha today facebook page  photo showing least seven buildings reduced rubble narrow street said 27 people killed 12 identified yet group also listed 55 wounded including nine women discrepancies different casualty figures reported could reconciled observatory lcc said time crash town attack syrian president bashar assads air force amateur video  online activists showed several damaged buildings well parts plane crashed syrias civil war began  2011 united nations says war killed people wounded least one million left many displaced internally neighbouring countries four million syrians fled civil war become refugees surrounding region,0
syrian regime killed least 43 people town jayrud near damascus revenge shelling attack downed pilot killed rebels tags syria warplane shelling pilot jayrud qalamoun jaish al-islam al-nusra front least 43 people killed syrian regime shelling rebel-held town northeast syrian capital downed government pilot executed rebels bombardment hit town jayrud  islamist rebels killed pilot captured forced eject  `` least two killed jayrud medical staff '' head syrian observatory human rights rami abdel rahman said `` prominent figures jayrud local truce regime least two years neither fired '' added jaish al-islam spokesman islam alloush said  al-nusra front executed air force pilot jayrud plane shot jaish al-islam `` surprised members al-nusra killing pilot whose plane shot pledged hand us '' alloush said twitter alloush identified pilot lieutenant nawras hassan  interview killed images captured pilot released twitter  statement incident syrian state media said attack `` would go unpunished '' added plane crashed due `` technical failure training mission '' rebel groups jayrud 60 kilometres damascus include saudi-backed jaish al-islam hardline ahrar al-sham al-qaeda affiliate al-nusra front jaish al-islam like al-qaida affiliate considered terrorist group syrian government russia several government aircraft shot rebels crashed technical faults since civil war erupted five years ago also  jaish al-islam said shot regime drone near village al-bahariya eastern ghouta conflict killed people displaced millions,0
youssef diab paula astih najla habriri `` chemical '' massacre idlib defies world beirut london- warplanes releasing toxic gas targeted  town khan sheikhoun idlib northwestern syria massacring dozens people injuring hundreds many pointed fingers syrian regime denied responsibility attack described massacre fabricated fake accusations armed fighters syrian observatory human rights said attack believed carried syrian regime russian jets killed least 58 people including 11 children ages 8 observatory added warplanes continued bomb town following attack took place near medical center victims first aggression treated attack also caused many people choke foam mouth observatory added high-ranking syrian opposition official told asharq al-awsat gas used s massacre never used director levant institute strategic affairs lisa sami nader said crime constitute turning point syrian developments embarrassed russians issue chemicals meanwhile national coalition syrian revolution opposition forces said attack killed 100 people including 25 children 15 women injured 400 others military source free syrian army told asharq al-awsat attack targeted popular ket center khan sheikhoun attack targeted civilians order push residents idlib suburbs migrate outside syrian border source asserted un war crimes investigators looking alleged chemical weapons attack syrian town idlib security council expected hold meeting  discuss matter organization prohibition chemical weapons opcw said seriously concerned attack said fact finding mission ffm process gathering analyzing information available sources several countries also condemned attack white house considered unacceptable us president donald trump said heinous actions bashar assad regime consequence past administrations weakness irresolution.for part french president francois hollande directly blamed syrian regime forces attack high representative european union foreign affairs security policy federica mogherini said regime assad bears priy responsibility.commenting happened khan sheikhoun un special envoy syria staffa de mistura said horrific im sure security council meeting clear identification responsibilities accountability youssef diab paula astih najla habriri,1
bus bombing ks end tragic evacuation deal syria two syrian mothers opposite sides two-year siege evacuation blockade supposed end suffering case wake bombing outside city aleppo noha shiite samira sunni besieged nearly two years side syrias civil war weekend finally escaped suffocating blockades evacuation agreement ordeal waited two transit points miles apart outside aleppo bomb attack hit nohas bus convoy killing 120 people including dozens children ambulances rushed wounded new buses arrived two convoys eventually reached destinations one regime territory rebel territory hours leading s attacks two women spoke reuters left behind families split likelihood would never return home reuters allowed back past security try find noha blast lost contact samira speaking earlier another evacuees phone weve lost everything hope go back one day dont expect wil said noha 45 asking identified last name noha left al-foua one two shiite villages besieged syrian insurgents idlib province two youngest children 5000 people deal syrian regime armed opposition exchange 2000 sunni residents rebel fighters regime-besieged town madaya near damascus samiras hometown given safe passage bussed idlib province rebel stronghold via aleppo thousands syrians evacuated besieged areas recent months deals bashar al-assads regime rebels fighting six years unseat rebels say amounts forced displacement assads opponents syrias main urban centers west country engenders demographic change opposition syrias population sunni little choice leave scared said samira 55 traveling five adult sons feared sons would arrested forced join syrian regime forces fight troops officials damascus regime moved town like noha samira relieved escaped crushing siege caused widespread hunger case madaya starvation left everything behind including family owned three houses farmland three shops madaya town dont single syrian pound said dhter pregnant third child stayed madaya husband vowed live die said samira heard husband nearly four years arrested regime nothing left place stay idlib camps samira said would try migrate joining 5 million syrian refugees left since war broke 2011 6 million internally displaced dont want idlib know one also dont know jets might bomb said referring heavy bombardment russian syrian warplanes rebel-held areas idlib including recent alleged poison gas attack plan try get turkey leave syria good noha also heading unknown dont know well live whether authorities anything set least want safe children jump night sound rockets want security wherever take us said adult son dhter stayed al-foua hoping leave next stage evacuation deal nohas husband killed say women said would never left hometowns strangling sieges caused severe food medicine shortages gradual change control area  deadly explosion killed least 100 including children regime supporters opposition fighters evacuation point adding new urgency widely criticized operation blast ripped bus depot al-rashideen area thousands regime loyalists evacuated day waited restlessly hours opposition fighters guarded area negotiators bickered completion transfer deal meters away hundreds evacuees pro-rebels areas also loitered walled-off parking lot guarded regime troops asharq al-awsat asharq al-awsat worlds premier pan-arab daily newspaper printed simultaneously day four continents 14 cities launched london 1978 asharq al-awsat established decisive publication pan-arab international affairs offering readers in-depth analysis exclusive editorials well comprehensive coverage entire arab world,1
asharq al-awsat english six killed aleppo bombing evacuation 4 syrian towns resumes six people killed dozens others wounded blast rocked northern syrian city aleppo time complex evacuation deal carried kilometers away rashidin southwestern suburb city syrian state tv said explosive device went northern city aleppo killing six people wounding 30 others provide details s blast regime-held salaheddin neighborhood opposition media groups including aleppo today said explosion occurred near mosque funeral regime fighter aleppo divided regime rebel-held districts years regime forces managed drive rebels city  russian-backed offensive contested areas remain meanwhile widely criticized evacuation thousands syrians four besieged areas resumed  state media activists said days bombing killed 120 evacuees delayed population transfer central military media said 3000 residents two pro-regime villages foua kafarya left  45 buses bound regime-controlled aleppo another 11 buses carrying 500 people including opposition fighters left madaya zabadani near damascus heading toward northern rebel-held idlib province opposition-run syrian observatory human rights also reported transfer said includes 800 armed men rebels regime 160 mostly gunmen remained zabadani process resumed 3000 people leaving foua kafraya dawn nearly 300 leaving zabadani two rebel-held areas head britain-based monitoring group rami abdel rahman told afp security tightened s departures several dozen armed rebel fighters stood guard shalling area buses parked afp correspondent said vehicles carefully searched repeated delays first phase deal began  30 hours first two batches reached exchange points massive explosion struck near buses carrying evacuees pro-regime areas killing 120 mostly women children many rebel fighters guarded buses also killed one claimed responsibility attack regime blamed rebels transfer deal overseen united nations critics say string evacuations could see 30000 people moved across battle lines next 60 days rewards siege tactics amounts forced displacement along political sectarian lines four areas siege years fate linked series reciprocal agreements un says hindered aid deliveries asharq al-awsat english asharq al-awsat worlds premier pan-arab daily newspaper printed simultaneously day four continents 14 cities launched london 1978 asharq al-awsat established decisive publication pan-arab international affairs offering readers in-depth analysis exclusive editorials well comprehensive coverage entire arab world,1
